id;tmdb;title;genres;popularity;year;runtime;cast;keywords;similar
165;49051;The Hobbit: An Unexpected Journey;['Adventure', 'Fantasy', 'Action'];78;2012;169;['Martin Freeman', 'Ian McKellen', 'Richard Armitage'];[];[11559, 11571, 11618]
171;121;The Lord of the Rings: The Two Towers;['Adventure', 'Fantasy', 'Action'];102;2002;179;['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen'];[];[572488, 6435, 6473]
173;11697;The Man Who Shot Liberty Valance;['Western'];17;1962;123;['John Wayne', 'James Stewart', 'Vera Miles'];[];[11617, 417968, 254458]
179;2493;The Princess Bride;['Adventure', 'Family', 'Fantasy'];47;1987;99;['Cary Elwes', 'Robin Wright', 'Mandy Patinkin'];[];[252721, 11565, 11567]
177;423;The Pianist;['Drama', 'War'];55;2002;150;['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay'];[];[252707, 11589, 11622]
178;1124;The Prestige;['Drama', 'Mystery', 'Science Fiction'];61;2006;130;['Hugh Jackman', 'Christian Bale', 'Michael Caine'];[];[11559, 11583, 11594]
181;694;The Shining;['Horror', 'Thriller'];66;1980;144;['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd'];[];[6466, 6479, 572609]
175;603;The Matrix;['Action', 'Science Fiction'];102;1999;136;['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss'];[];[736328, 1077280, 6473]
176;3112;The Night of the Hunter;['Crime', 'Drama', 'Thriller'];17;1955;93;['Robert Mitchum', 'Billy Chapin', 'Sally Jane Bruce'];[];[565194, 401896, 401981]
170;8587;The Lion King;['Family', 'Animation', 'Drama'];121;1994;89;['Matthew Broderick', 'Moira Kelly', 'Nathan Lane'];[];[1082891, 252692, 11534]
187;1092;The Third Man;['Thriller', 'Mystery'];22;1949;105;['Joseph Cotten', 'Alida Valli', 'Trevor Howard'];[];[252697, 11587, 11595]
180;278;The Shawshank Redemption;['Drama', 'Crime'];164;1994;142;['Tim Robbins', 'Morgan Freeman', 'Bob Gunton'];[];[263341, 263371, 1093215]
182;274;The Silence of the Lambs;['Crime', 'Drama', 'Thriller'];15;1991;119;['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn'];[];[911598, 572488, 736285]
186;1091;The Thing;['Horror', 'Mystery', 'Science Fiction'];159;1982;109;['Kurt Russell', 'Keith David', 'Wilford Brimley'];[];[243688, 6397, 6479]
183;745;The Sixth Sense;['Mystery', 'Thriller', 'Drama'];54;1999;107;['Bruce Willis', 'Haley Joel Osment', 'Toni Collette'];[];[11542, 11601, 743189]
188;3090;The Treasure of the Sierra Madre;['Adventure', 'Drama', 'Western'];16;1948;126;['Humphrey Bogart', 'Walter Huston', 'Tim Holt'];[];[911598, 572488, 736285]
185;218;The Terminator;['Action', 'Thriller', 'Science Fiction'];81;1984;108;['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton'];[];[11535, 11561, 11576]
184;9277;The Sting;['Comedy', 'Crime', 'Drama'];21;1973;129;['Paul Newman', 'Robert Redford', 'Robert Shaw'];[];[11567, 11568, 11590]
191;629;The Usual Suspects;['Drama', 'Crime', 'Thriller'];44;1995;106;['Stephen Baldwin', 'Gabriel Byrne', 'Benicio del Toro'];[];[11558, 11562, 11599]
189;37165;The Truman Show;['Comedy', 'Drama'];77;1998;103;['Jim Carrey', 'Laura Linney', 'Noah Emmerich'];[];[22620, 22649, 22681]
192;576;The Wild Bunch;['Western'];17;1969;145;['William Holden', 'Ernest Borgnine', 'Robert Ryan'];[];[243655, 6476, 9028]
195;595;To Kill a Mockingbird;['Drama'];31;1962;129;['Mary Badham', 'Gregory Peck', 'Phillip Alford'];[];[1082891, 252745, 11559]
193;630;The Wizard of Oz;['Adventure', 'Fantasy', 'Family'];131;1939;102;['Judy Garland', 'Frank Morgan', 'Ray Bolger'];[];[263341, 427777, 22582]
190;117;The Untouchables;['Crime', 'History', 'Thriller'];30;1987;119;['Kevin Costner', 'Sean Connery', 'Charles Martin Smith'];[];[11568, 11595, 11612]
194;7345;There Will Be Blood;['Drama'];40;2007;158;"['Daniel Day-Lewis', 'Paul Dano', ""Kevin J. O'Connor""]";[];[263341, 263371, 263393]
197;1480;Touch of Evil;['Crime', 'Thriller', 'Mystery'];17;1958;111;['Charlton Heston', 'Janet Leigh', 'Orson Welles'];[];[252696, 252697, 11549]
199;627;Trainspotting;['Drama', 'Crime'];30;1996;94;['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller'];[];[578296, 11545, 11557]
198;862;Toy Story;['Animation', 'Adventure', 'Family'];111;1995;81;['Tom Hanks', 'Tim Allen', 'Don Rickles'];[];[11544, 11551, 11557]
200;110;Trois couleurs : Rouge;['Drama', 'Mystery', 'Romance'];18;1994;100;['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder'];[];[252745, 11559, 11588]
196;8392;となりのトトロ;['Fantasy', 'Animation', 'Family'];53;1988;86;['Noriko Hidaka', 'Chika Sakamoto', 'Hitoshi Takagi'];[];[11534, 11544, 11596]
